client_ip_addr,server_ip_addr,client_port,server_port,protocol,time,total_byte,total_packet,client_max_ack_delay,server_max_ack_delay,client_avg_ack_delay,server_avg_ack_delay,tcp_transaction_max_rtt,connection_rst,tcp_shakehands_failed_count,tcp_window_0,forest
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716237,1310,5,0.147383672,1.474477516,0.477178354,1.405202042,2.778993905,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716249,1479,5,0.959225042,1.788540575,0.170901004,1.3130553109999998,2.3027073330000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716249,1532,5,0.7243843059999999,1.006932672,0.533070331,1.517417821,2.58329216,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716254,1030,5,0.7450297359999999,0.8838181490000001,0.42469929,0.952528606,2.404703717,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716252,1360,5,0.492496691,1.548843205,0.095302362,1.145617651,3.011407507,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716252,632,5,0.103647299,0.925368671,0.6221541660000001,1.204182669,2.302245497,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716263,1224,5,0.930136678,1.067218445,0.286258364,1.065671571,2.8505506030000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716264,1310,5,0.113862145,1.750438917,0.097562624,1.147822518,2.477783712,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716271,1168,5,0.298096777,1.723027167,0.017095818,1.187338648,2.9480603430000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716269,622,5,0.529911209,1.527319381,0.037901064,1.425756719,2.7342701810000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716267,997,5,0.983754138,1.092587341,0.535658623,0.98563456,2.620826688,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716273,1430,5,0.918800439,1.095208016,0.228260846,1.602959733,2.327757323,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716276,739,5,0.060600656,1.313202663,0.2619926,1.4985846880000002,2.381872348,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716284,1162,5,0.6011244929999999,0.933720579,0.164680434,1.770218781,2.437905926,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716282,882,5,0.414468544,1.344605355,0.046175354,1.717982643,2.967715198,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716287,895,5,0.7194227559999999,1.746360276,0.041921013,1.3894637319999998,2.952725898,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716294,1082,5,0.674276399,1.616385689,0.484912998,1.094010682,2.358883669,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716295,860,5,0.193869267,1.166149512,0.296368968,1.185650981,2.420188693,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716300,1295,5,0.74380023,1.29160561,0.048691512,1.524027975,2.87445653,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716295,1246,5,0.291110195,1.141863573,0.706089248,1.377986771,2.8437651610000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716303,1292,5,0.7847257790000001,1.50878927,0.085612256,1.495922019,2.293873978,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716303,1160,5,0.644050435,1.559819928,0.8992075629999999,1.36896448,2.415565249,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716310,644,5,0.620145686,1.4998211869999998,0.755736341,1.686972282,2.659021964,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716307,1131,5,0.371579338,1.075221081,0.21263257,1.809880123,3.092677881,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716316,804,5,0.246426904,1.767137453,0.8192230979999999,1.198572147,2.57694478,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716320,556,5,0.683813401,0.861939364,0.716703685,1.538323679,2.932875512,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716320,1397,5,0.560293436,1.379389859,0.7321574209999999,1.224638251,2.518658661,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716322,1030,5,0.953361779,1.266220544,0.936118455,1.557136311,2.837626407,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716326,1044,5,0.746964478,1.332681762,0.055965611,1.724871311,3.175195603,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716327,1455,5,0.409175448,1.075009231,0.638348819,1.033960045,2.8767873139999995,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716334,762,5,0.478389688,1.390132876,0.6879555490000001,1.326156018,2.581370993,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716335,1398,5,0.4932003270000001,1.5373750869999998,0.86530383,1.134321028,2.637966023,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716343,1214,5,0.173580786,1.561674912,0.299874309,1.412068368,2.66911397,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716341,931,5,0.603221606,1.708384287,0.451762371,0.8427078720000001,3.175400741,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716340,973,5,0.22172285,1.739904282,0.7569806179999999,1.542814731,2.989461235,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716351,1156,5,0.142798308,0.94118259,0.410809348,0.856141294,2.542326993,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716346,1328,5,0.602180585,1.254870747,0.26315003,1.28941973,2.984685213,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716348,854,5,0.157704661,1.393385376,0.305695424,0.940061741,2.917624427,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716355,598,5,0.6137078429999999,0.883143132,0.66815551,1.775181741,2.716279756,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716355,985,5,0.159768619,1.827455418,0.416681366,1.205364419,2.95476311,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716362,975,5,0.830821872,1.587013768,0.8712711129999999,0.916728576,2.505585345,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716369,1406,5,0.180149679,1.3443453909999998,0.8904347440000001,0.922031383,2.708050608,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716372,1461,5,0.275098381,1.635355186,0.254451135,0.8504716929999999,2.407013383,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716367,883,5,0.6920321309999999,1.702328958,0.191993515,0.972154358,3.09571401,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716370,925,5,0.630020365,1.775300164,0.476691389,1.790302791,3.0889725660000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716382,797,5,0.708344915,1.376600736,0.965414141,1.410945665,3.151015472,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716383,1460,5,0.565292451,1.77254309,0.052107933,1.0970368659999998,2.328573662,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716384,1507,5,0.7569350229999999,1.6864597,0.041528087000000005,1.4664805,3.214924626,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716387,1332,5,0.211689326,1.035449626,0.5906459589999999,1.491878389,3.234548572,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716386,1242,5,0.118101407,1.806873102,0.076096026,1.019342038,2.508517812,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716388,640,5,0.301467771,1.733952079,0.894925064,1.293561752,2.781944626,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716395,1490,5,0.300700521,1.432979587,0.735006485,1.7862052780000002,2.264579653,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716393,1470,5,0.260482147,1.552453071,0.64137354,1.399691139,3.11201745,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716400,988,5,0.5837302289999999,1.081678621,0.229042097,1.78065388,2.7960449260000004,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716400,939,5,0.176986477,1.546634223,0.378514506,1.1141451,2.591722752,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716408,950,5,0.197783044,1.651052537,0.363149415,1.765114279,2.514094141,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716415,909,5,0.006004351,1.202037249,0.6868683170000001,0.976926278,2.550061699,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716411,852,5,0.241155359,0.982634172,0.637767463,0.855662685,2.42299142,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716416,1398,5,0.637756364,1.3578905769999998,0.523147029,1.764660237,2.634847435,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716418,807,5,0.574483714,1.10621552,0.5543027189999999,1.026773111,2.420654739,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716424,619,5,0.8513984929999999,1.580498419,0.089363489,1.672625034,3.007884778,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716426,820,5,0.432223591,1.185703913,0.7811213990000001,1.753638394,2.79021849,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716431,582,5,0.271431696,1.782817974,0.77487436,1.341883813,2.7282008280000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716428,872,5,0.644764609,1.233903054,0.463303084,1.78032751,2.740437724,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716432,576,5,0.353571301,1.425733954,0.314766317,1.72356353,3.1171441680000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716433,860,5,0.240394995,1.505678001,0.899432406,0.969897433,3.087257065,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716439,1241,5,0.692041595,0.8828051159999999,0.579695455,0.94837197,2.307105744,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716440,1346,5,0.528128475,1.117378051,0.456281337,1.283032982,2.686553799,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716446,681,5,0.952538386,0.947062307,0.30610106,1.6028016930000002,2.308334382,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716447,1353,5,0.242035021,1.782741805,0.473447913,0.906463436,2.337150741,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716449,785,5,0.943168419,1.767733295,0.206450636,1.108196152,3.047777679,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716459,1219,5,0.258769861,1.49486466,0.025529106,1.758452489,2.562500627,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716455,1081,5,0.983760288,1.477771888,0.03011571,1.64320427,3.040636006,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716466,1240,5,0.444108704,1.306470268,0.079482711,1.351499601,2.523984587,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716459,768,5,0.678996519,1.501234117,0.108285023,1.045397751,2.393954982,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716463,836,5,0.286113926,1.390519166,0.17741750399999998,1.043202196,2.639815859,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716468,713,5,0.56360881,1.728810846,0.57647663,1.6987581040000002,2.380835464,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716473,1544,5,0.452681505,1.824535444,0.008048827,1.15123165,2.520572321,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716471,593,5,0.7816813579999999,1.667311265,0.851161937,1.326536767,2.921423267,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716477,1161,5,0.911583641,1.157289405,0.463386535,0.950423011,3.1424358710000004,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716485,1008,5,0.857460459,1.6194597080000002,0.5936072960000001,1.288070242,2.572015397,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716490,901,5,0.474928177,1.049428868,0.09810871,1.776558747,2.399511259,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716485,1051,5,0.324509617,1.6161070919999998,0.099770752,1.675206045,2.928186105,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716490,1053,5,0.695195654,1.775566657,0.5429337710000001,1.4250252680000002,2.5379388240000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716491,1320,5,0.395550285,0.974603483,0.517500575,0.931707773,2.819023912,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716500,1087,5,0.499844375,1.3924557969999998,0.116061444,1.668402093,2.458851657,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716498,618,5,0.976046542,0.8440007420000001,0.083186943,1.050443078,2.784171301,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716508,700,5,0.414411294,1.816661788,0.011720219,0.903462469,3.227745839,0,0,0,-1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716502,1323,5,0.246795982,1.5137948630000002,0.173252588,1.48106276,3.163803397,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716508,968,5,0.009277161,1.184126124,0.192411004,1.661596075,2.284796437,0,0,0,-1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716512,844,5,0.760729722,1.6706878719999998,0.33527740100000003,1.319562549,2.711062137,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716512,662,5,0.035898036,1.704076711,0.48196438,0.987273384,3.125963312,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716522,1218,5,0.235436239,1.39392906,0.656287817,1.12765045,2.537884086,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716517,923,5,0.895047741,1.175311527,0.613924989,0.939412465,2.322040221,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716521,1499,5,0.852051714,1.063954289,0.487180881,1.388876746,2.362200151,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716531,921,5,0.467465898,1.0295728990000002,0.019482783,1.755816083,2.69767838,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716531,1217,5,0.61248121,1.201854944,0.302781975,1.5535321290000002,2.903147102,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716535,1338,5,0.8806685470000001,1.553499804,0.418256067,1.5071367530000002,2.922532213,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716532,1064,5,0.143494574,1.590010422,0.641352611,1.230208457,2.741930239,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716540,873,5,0.733868407,1.2687460940000002,0.6844027340000001,1.32442221,2.529510579,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716547,1192,5,0.414793964,0.910989188,0.8593895579999999,0.84366659,2.906584239,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716543,883,5,0.008976654,1.6294576,0.666198587,0.978785868,3.039505329,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716548,906,5,0.18690196,1.768795715,0.6148346179999999,0.949453647,2.810989735,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716549,1358,5,0.105940994,1.338099788,0.431489974,1.009273913,3.065582178,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716559,1329,5,0.296701312,1.275068801,0.376062289,0.847072245,2.310099145,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716558,1002,5,0.380119324,1.326124851,0.823925495,1.668491844,2.873804272,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716564,862,5,0.31191429800000003,1.1328533790000002,0.099013567,1.134710105,2.692156433,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716565,999,5,0.6022687729999999,1.142897339,0.380877267,1.43617455,3.232488863,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716570,1276,5,0.131062241,1.098781315,0.031597076,0.967821871,3.156486042,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716566,1140,5,0.43722171,1.262036101,0.940870066,1.805674935,2.546428208,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716567,1004,5,0.541786261,0.935004632,0.579360329,1.21660075,2.505511236,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716574,1430,5,0.41022776,1.027215112,0.233514869,0.903392945,2.301463394,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716579,808,5,0.1449024,1.289897743,0.861337183,1.643048146,2.409108261,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716578,1425,5,0.4039127320000001,1.6796584209999998,0.7551768440000001,1.824574049,3.184798658,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716585,1276,5,0.263040839,1.444128561,0.006419316,1.756699184,2.5727548280000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716592,1403,5,0.13430431199999998,1.503220337,0.210430905,1.285625649,2.277568261,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716588,836,5,0.524303242,1.556469823,0.151034656,0.952965633,3.197661071,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716596,1480,5,0.163759338,0.943337256,0.15955102699999998,1.09005199,2.988931518,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716601,1169,5,0.726348786,1.823474555,0.604863031,1.748540036,2.719700576,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716597,1286,5,0.708903203,1.652617365,0.103310767,1.091115172,2.507098979,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716601,1473,5,0.474638893,1.755788264,0.937777191,1.48907128,2.45262052,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716610,1299,5,0.974619845,1.77804358,0.811925322,1.487681795,2.273141335,0,0,0,-1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716609,1500,5,0.002816892,1.5752805680000002,0.8246110090000001,1.614740651,3.097323314,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716616,892,5,0.486779111,0.874267129,0.645895663,1.5330346730000002,3.017596944,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716619,854,5,0.651562938,0.8461368440000001,0.5725252,1.088739129,3.083285586,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716614,989,5,0.5904944879999999,1.253848832,0.032575969,1.647718648,3.0090178080000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716620,1183,5,0.558089776,1.61757028,0.860973069,0.8445105479999999,2.623533479,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716624,1521,5,0.283881362,1.226556447,0.758492281,1.486253656,2.713997287,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716628,684,5,0.410465885,1.247935989,0.275258907,1.292023243,2.263290784,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716633,1198,5,0.951993672,1.008610972,0.485318837,1.149920036,2.60805689,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716632,1182,5,0.028076534,1.301372648,0.143657408,1.189733527,3.221892085,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716633,1513,5,0.118824818,1.719575406,0.8419566829999999,1.502075071,3.055345271,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716639,631,5,0.865430901,1.325100577,0.271104449,0.938572776,3.047834218,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716637,1165,5,0.322580254,1.683810554,0.070412185,1.253883489,2.533081552,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716646,1507,5,0.943473571,1.742322753,0.517777637,1.345159052,3.255062137,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716651,1032,5,0.60926713,1.458275825,0.57478937,1.108192923,3.063880241,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716645,1098,5,0.249198328,1.291594628,0.557745759,1.064563754,2.650449723,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716651,1266,5,0.506326724,1.195385135,0.708718878,1.384075819,2.323725885,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716659,1199,5,0.005086684,1.093852911,0.94879544,1.661100416,3.227941163,0,0,0,-1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716663,1332,5,0.449392589,1.411724444,0.34652230100000003,1.313294732,2.944114518,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587716660,1323,5,0.587673359,1.409285308,0.720021411,0.92531478,2.263473979,0,0,0,1
